policy_id,customer_id,agent_id,policy_type,policy_start_date,policy_end_date,policy_status,region,annual_premium
P000336,C00125,A0078,Home,2023-10-13,2024-10-12,Active,Northeast,3166.92
P000337,C00716,A0052,Life,2024-11-19,2025-11-19,Active,West,754.96
P000338,C00558,A0021,Life,2023-12-18,2024-12-17,Renewed,South,1445.77
P000339,C00130,A0064,Health,2024-06-16,2025-06-16,Renewed,Northeast,5689.01
P000340,C00797,A0056,Health,2024-04-17,2025-04-17,Active,South,6330.42
P000341,C00214,A0060,Health,2025-03-31,2026-03-31,Active,West,6589.5
P000342,C00634,A0046,Life,2024-03-14,2025-03-14,Renewed,West,864.18
P000343,C00201,A0042,Commercial,2024-09-20,2025-09-20,Active,Midwest,10271.21
P000344,C00318,A0003,Commercial,2024-03-22,2025-03-22,Cancelled,South,4468.8
P000345,C00997,A0040,Auto,2023-03-12,2024-03-11,Expired,West,2217.26
P000346,C00463,A0032,Auto,2023-01-05,2024-01-05,Active,Midwest,1090.23
P000347,C00031,A0067,Commercial,2024-07-27,2025-07-27,Active,South,8088.54
P000348,C00314,A0034,Life,2024-01-03,2025-01-02,Expired,Northeast,1139.17
P000349,C00662,A0035,Life,2024-03-14,2025-03-14,Active,South,734.61
P000350,C00387,A0020,Health,2024-12-09,2025-12-09,Expired,South,2759.55
P000351,C00216,A0061,Home,2024-01-20,2025-01-19,Active,South,1228.15
P000352,C00729,A0040,Health,2025-06-27,2026-06-27,Active,West,5622.58
P000353,C00676,A0054,Life,2024-11-07,2025-11-07,Expired,West,1012.76
P000354,C00846,A0061,Auto,2025-05-05,2026-05-05,Active,South,1447.15
P000355,C00967,A0062,Life,2024-06-28,2025-06-28,Active,South,1211.91
P000356,C00879,A0001,Home,2024-01-28,2025-01-27,Expired,Northeast,1288.15
P000357,C00368,A0075,Health,2024-11-10,2025-11-10,Active,Midwest,3053.89
P000358,C00790,A0063,Auto,2023-02-01,2024-02-01,Active,Northeast,1350.44
P000359,C00786,A0035,Life,2023-09-12,2024-09-11,Expired,South,709.79
P000360,C00191,A0067,Auto,2024-12-22,2025-12-22,Active,South,1108.85
P000361,C00799,A0014,Commercial,2024-11-14,2025-11-14,Renewed,South,4047.3
P000362,C00034,A0008,Commercial,2023-11-01,2024-10-31,Active,Midwest,5736.35
P000363,C00458,A0008,Commercial,2025-01-21,2026-01-21,Expired,Midwest,10521.85
P000364,C00700,A0021,Life,2025-06-01,2026-06-01,Active,South,1346.89
P000365,C00623,A0012,Life,2023-12-02,2024-12-01,Active,Midwest,1286.5
P000366,C00246,A0057,Auto,2025-03-12,2026-03-12,Active,Northeast,2207.52
P000367,C00821,A0067,Health,2024-08-12,2025-08-12,Expired,South,6132.84
P000368,C00939,A0067,Health,2025-01-24,2026-01-24,Active,South,3692.46
P000369,C00545,A0054,Home,2023-01-15,2024-01-15,Active,West,2658.62
P000370,C00334,A0040,Home,2024-07-25,2025-07-25,Cancelled,West,1877.44
P000371,C00945,A0010,Life,2024-11-01,2025-11-01,Active,Midwest,1561.92
P000372,C00503,A0033,Auto,2023-09-02,2024-09-01,Expired,Midwest,1869.16
P000373,C00354,A0015,Home,2023-08-04,2024-08-03,Renewed,South,2332.22
P000374,C00604,A0020,Commercial,2024-01-30,2025-01-29,Renewed,South,7906.11
P000375,C00950,A0076,Commercial,2023-01-03,2024-01-03,Active,South,9807.14
P000376,C00047,A0060,Commercial,2024-02-27,2025-02-26,Active,West,10337.51
P000377,C00397,A0015,Auto,2024-06-25,2025-06-25,Renewed,South,1488.76
P000378,C00303,A0045,Commercial,2024-07-22,2025-07-22,Renewed,Northeast,10064.27
P000379,C00650,A0041,Health,2023-01-09,2024-01-09,Cancelled,South,4083.45
P000380,C00437,A0046,Health,2023-12-02,2024-12-01,Active,West,2791.41
P000381,C00389,A0068,Health,2023-10-01,2024-09-30,Active,Northeast,5837.1
P000382,C00154,A0052,Home,2024-10-27,2025-10-27,Renewed,West,3117.03
P000383,C00686,A0068,Auto,2025-05-31,2026-05-31,Active,Northeast,1368.07
P000384,C00568,A0032,Life,2023-07-13,2024-07-12,Active,Midwest,992.3
P000385,C00273,A0015,Auto,2024-10-09,2025-10-09,Renewed,South,1963.89
P000386,C00344,A0069,Commercial,2024-02-18,2025-02-17,Active,South,11024.87
P000387,C00984,A0076,Commercial,2023-04-14,2024-04-13,Cancelled,South,10702.83
P000388,C00134,A0043,Health,2025-04-23,2026-04-23,Active,Northeast,6553.15
P000389,C00326,A0068,Health,2023-04-09,2024-04-08,Expired,Northeast,6806.7
P000390,C00594,A0074,Commercial,2024-11-19,2025-11-19,Active,South,4512.14
P000391,C00038,A0051,Home,2025-04-02,2026-04-02,Expired,South,1692.19
P000392,C00670,A0047,Commercial,2023-11-16,2024-11-15,Renewed,South,6743.31
P000393,C00488,A0018,Home,2023-08-30,2024-08-29,Expired,West,1524.28
P000394,C00781,A0066,Auto,2024-01-22,2025-01-21,Renewed,West,1394.99
P000395,C00125,A0034,Auto,2024-11-22,2025-11-22,Expired,Northeast,2081.5
P000396,C00943,A0010,Commercial,2024-09-25,2025-09-25,Renewed,Midwest,5755.09
P000397,C00222,A0021,Health,2025-01-17,2026-01-17,Expired,South,6192.89
P000398,C00704,A0035,Life,2023-03-04,2024-03-03,Cancelled,South,1186.24
P000399,C00443,A0028,Life,2023-10-06,2024-10-05,Active,Midwest,847.14
P000400,C00036,A0032,Home,2023-06-17,2024-06-16,Active,Midwest,2363.65
P000401,C00109,A0059,Life,2023-11-20,2024-11-19,Active,Midwest,1561.69
P000402,C00316,A0012,Home,2023-01-16,2024-01-16,Active,Midwest,1948.71
P000403,C00628,A0025,Life,2024-04-28,2025-04-28,Cancelled,West,1025.15
P000404,C00925,A0033,Life,2024-08-06,2025-08-06,Active,Midwest,1529.59
P000405,C00795,A0038,Health,2024-04-08,2025-04-08,Renewed,South,6578.77
P000406,C00505,A0067,Health,2023-11-16,2024-11-15,Renewed,South,3342.86
P000407,C00253,A0075,Health,2024-05-03,2025-05-03,Active,Midwest,2844.55
P000408,C00203,A0041,Auto,2023-01-05,2024-01-05,Active,South,1484.87
P000409,C00886,A0054,Life,2024-09-13,2025-09-13,Cancelled,West,935.98
P000410,C00154,A0030,Home,2025-01-10,2026-01-10,Active,West,1496.82
P000411,C00424,A0067,Home,2025-03-09,2026-03-09,Active,South,2597.56
P000412,C00418,A0071,Home,2023-03-22,2024-03-21,Expired,South,2402.2
P000413,C00368,A0012,Auto,2023-06-26,2024-06-25,Expired,Midwest,1006.24
P000414,C00213,A0030,Auto,2023-05-03,2024-05-02,Cancelled,West,1051.97
P000415,C00109,A0026,Home,2025-06-22,2026-06-22,Active,Midwest,2977.84
P000416,C00890,A0009,Auto,2024-11-12,2025-11-12,Active,Midwest,930.76
P000417,C00203,A0067,Health,2025-05-25,2026-05-25,Active,South,6819.45
P000418,C00529,A0048,Health,2023-08-14,2024-08-13,Renewed,West,5047.88
P000419,C00237,A0026,Commercial,2024-11-10,2025-11-10,Active,Midwest,10432.84
P000420,C00796,A0014,Life,2023-04-22,2024-04-21,Active,South,960.76
P000421,C00149,A0068,Health,2023-10-02,2024-10-01,Renewed,Northeast,7271.06
P000422,C00818,A0059,Commercial,2024-08-19,2025-08-19,Active,Midwest,4497.29
P000423,C00093,A0049,Commercial,2023-07-07,2024-07-06,Active,Midwest,8938.08
P000424,C00591,A0075,Life,2025-02-28,2026-02-28,Active,Midwest,716.51
P000425,C00774,A0009,Auto,2023-02-23,2024-02-23,Active,Midwest,1325.59
P000426,C00533,A0040,Health,2023-04-08,2024-04-07,Active,West,5148.13
P000427,C00045,A0032,Auto,2023-08-17,2024-08-16,Active,Midwest,1075.1
P000428,C00307,A0066,Life,2023-11-14,2024-11-13,Active,West,750.21
P000429,C00525,A0008,Commercial,2023-01-20,2024-01-20,Active,Midwest,6031.95
P000430,C00494,A0074,Health,2023-05-23,2024-05-22,Active,South,7353.88
P000431,C00160,A0070,Commercial,2023-05-23,2024-05-22,Active,South,4840.54
P000432,C00723,A0034,Home,2025-01-02,2026-01-02,Active,Northeast,1613.22
P000433,C00976,A0012,Home,2024-11-19,2025-11-19,Active,Midwest,2346.76
P000434,C00714,A0049,Commercial,2024-05-18,2025-05-18,Renewed,Midwest,8270.31
P000435,C00057,A0030,Health,2023-04-03,2024-04-02,Renewed,West,3955.99
P000436,C00456,A0063,Health,2023-06-28,2024-06-27,Cancelled,Northeast,4429.15
P000437,C00169,A0047,Life,2023-09-28,2024-09-27,Cancelled,South,1098.96
P000438,C00400,A0065,Home,2024-08-05,2025-08-05,Expired,South,1618.63
P000439,C00356,A0017,Health,2025-01-18,2026-01-18,Active,Northeast,7285.22
P000440,C00592,A0080,Home,2023-06-02,2024-06-01,Renewed,Midwest,2639.68
P000441,C00782,A0023,Life,2024-04-17,2025-04-17,Expired,Northeast,1093.05
P000442,C00071,A0011,Health,2023-02-18,2024-02-18,Renewed,South,7255.17
P000443,C00788,A0043,Auto,2024-08-15,2025-08-15,Expired,Northeast,1222.87
P000444,C00237,A0042,Auto,2024-09-28,2025-09-28,Active,Midwest,1955.4
P000445,C00162,A0027,Commercial,2024-06-25,2025-06-25,Renewed,Midwest,11029.05
P000446,C00839,A0002,Home,2024-06-06,2025-06-06,Renewed,Midwest,2300.01
P000447,C00603,A0060,Commercial,2023-07-22,2024-07-21,Cancelled,West,7954.96
P000448,C00955,A0023,Home,2023-07-24,2024-07-23,Expired,Northeast,1686.16
P000449,C00488,A0054,Home,2025-03-16,2026-03-16,Renewed,West,1181.25
P000450,C00399,A0044,Health,2024-08-11,2025-08-11,Cancelled,South,3392.68
P000451,C00447,A0018,Auto,2023-10-22,2024-10-21,Active,West,1816.55
P000452,C00531,A0009,Health,2023-07-03,2024-07-02,Expired,Midwest,5494.72
P000453,C00503,A0080,Commercial,2024-07-16,2025-07-16,Cancelled,Midwest,9393.14
P000454,C00372,A0037,Home,2024-12-02,2025-12-02,Renewed,South,1479.92
P000455,C00706,A0043,Home,2023-03-06,2024-03-05,Renewed,Northeast,1245.87
P000456,C00270,A0027,Commercial,2025-03-05,2026-03-05,Renewed,Midwest,8287.53
P000457,C00563,A0077,Auto,2023-07-04,2024-07-03,Active,Northeast,1116.71
P000458,C00962,A0008,Life,2023-03-28,2024-03-27,Cancelled,Midwest,1241.68
P000459,C00356,A0079,Life,2023-10-04,2024-10-03,Active,Northeast,1436.03
P000460,C00744,A0024,Life,2024-04-13,2025-04-13,Renewed,South,926.77
P000461,C00567,A0049,Health,2025-04-14,2026-04-14,Active,Midwest,4818.18
P000462,C00830,A0012,Health,2025-05-14,2026-05-14,Active,Midwest,3756.66
P000463,C00110,A0071,Commercial,2023-08-29,2024-08-28,Renewed,South,3921.2
P000464,C00904,A0004,Health,2024-09-10,2025-09-10,Active,South,4377.25
P000465,C00242,A0060,Home,2023-12-24,2024-12-23,Renewed,West,2477.78
P000466,C00711,A0011,Commercial,2024-07-08,2025-07-08,Active,South,7312.66
P000467,C00865,A0079,Auto,2025-01-27,2026-01-27,Renewed,Northeast,1511.54
P000468,C00633,A0007,Auto,2023-03-25,2024-03-24,Active,South,1794.5
P000469,C00157,A0023,Life,2024-12-13,2025-12-13,Cancelled,Northeast,1621.26
P000470,C00361,A0020,Commercial,2024-08-11,2025-08-11,Renewed,South,7533.96
P000471,C00978,A0054,Commercial,2023-07-17,2024-07-16,Cancelled,West,8792.05
P000472,C00452,A0013,Auto,2025-04-19,2026-04-19,Renewed,West,1512.44
P000473,C00702,A0020,Life,2024-12-19,2025-12-19,Active,South,967.77
P000474,C00671,A0066,Home,2023-01-20,2024-01-20,Cancelled,West,2942.92
P000475,C00884,A0017,Life,2023-12-08,2024-12-07,Renewed,Northeast,593.15
P000476,C00231,A0080,Life,2024-01-08,2025-01-07,Active,Midwest,1436.14
P000477,C00093,A0033,Health,2024-12-01,2025-12-01,Renewed,Midwest,7708.07
P000478,C00381,A0057,Home,2023-12-06,2024-12-05,Renewed,Northeast,1963.06
P000479,C00352,A0080,Commercial,2025-04-14,2026-04-14,Active,Midwest,4255.83
P000480,C00449,A0065,Home,2024-10-19,2025-10-19,Active,South,1822.21
P000481,C00170,A0046,Health,2023-09-16,2024-09-15,Active,West,3010.53
P000482,C00913,A0043,Health,2024-07-02,2025-07-02,Expired,Northeast,6892.39
P000483,C00981,A0043,Life,2024-02-23,2025-02-22,Expired,Northeast,586.88
P000484,C00592,A0027,Life,2025-04-07,2026-04-07,Active,Midwest,1461.41
P000485,C00509,A0034,Health,2024-12-07,2025-12-07,Active,Northeast,4698.56
P000486,C00800,A0027,Home,2025-03-22,2026-03-22,Active,Midwest,1791.29
P000487,C00845,A0006,Health,2025-03-13,2026-03-13,Renewed,South,4472.74
P000488,C00579,A0068,Home,2025-06-07,2026-06-07,Active,Northeast,1177.87
P000489,C00266,A0035,Auto,2025-05-15,2026-05-15,Expired,South,1049.42
P000490,C00902,A0051,Life,2025-04-11,2026-04-11,Active,South,1637.56
P000491,C00247,A0053,Health,2023-03-12,2024-03-11,Expired,Northeast,3042.05
P000492,C00672,A0005,Auto,2024-01-12,2025-01-11,Active,West,1918.39
P000493,C00703,A0017,Home,2023-04-05,2024-04-04,Expired,Northeast,2141.38
P000494,C00083,A0054,Commercial,2024-12-28,2025-12-28,Active,West,4492.07
P000495,C00681,A0007,Life,2025-03-22,2026-03-22,Active,South,1570.6
P000496,C00364,A0002,Commercial,2025-04-17,2026-04-17,Active,Midwest,4192.3
P000497,C00204,A0010,Health,2023-05-06,2024-05-05,Active,Midwest,3481.08
P000498,C00398,A0059,Health,2025-03-18,2026-03-18,Expired,Midwest,6915.87
P000499,C00763,A0009,Life,2024-05-15,2025-05-15,Active,Midwest,627.13
P000500,C00367,A0046,Auto,2024-07-09,2025-07-09,Expired,West,2192.57
P000501,C00228,A0078,Health,2023-11-23,2024-11-22,Renewed,Northeast,5748.14
P000502,C00843,A0040,Auto,2024-01-06,2025-01-05,Expired,West,1185.42
P000503,C00371,A0007,Auto,2024-06-28,2025-06-28,Renewed,South,2134.2
P000504,C00294,A0004,Commercial,2024-11-23,2025-11-23,Renewed,South,5921.87
P000505,C00484,A0001,Auto,2023-04-14,2024-04-13,Active,Northeast,1459.52
P000506,C00908,A0029,Life,2024-06-29,2025-06-29,Active,Northeast,783.8
P000507,C00837,A0057,Auto,2025-05-13,2026-05-13,Active,Northeast,1622.25
P000508,C00420,A0031,Health,2023-04-21,2024-04-20,Active,South,6498.53
P000509,C00219,A0065,Home,2024-12-09,2025-12-09,Cancelled,South,1800.79
P000510,C00671,A0005,Home,2023-11-23,2024-11-22,Cancelled,West,3136.39
P000511,C00194,A0040,Commercial,2023-02-11,2024-02-11,Cancelled,West,8180.73
P000512,C00243,A0070,Life,2024-01-17,2025-01-16,Expired,South,1109.94
P000513,C00828,A0039,Life,2024-02-29,2025-02-28,Active,West,1107.47
P000514,C00585,A0006,Home,2025-06-03,2026-06-03,Active,South,2978.44
P000515,C00523,A0034,Life,2023-02-02,2024-02-02,Active,Northeast,1575.09
P000516,C00405,A0022,Commercial,2023-01-07,2024-01-07,Active,South,7213.16
P000517,C00319,A0023,Commercial,2024-09-07,2025-09-07,Cancelled,Northeast,6773.47
P000518,C00203,A0035,Commercial,2024-01-01,2024-12-31,Active,South,10571.41
P000519,C00550,A0056,Home,2024-03-31,2025-03-31,Cancelled,South,1712.44
P000520,C00397,A0006,Life,2023-07-26,2024-07-25,Renewed,South,1179.05
P000521,C00207,A0072,Commercial,2023-11-15,2024-11-14,Active,South,10109.8
P000522,C00056,A0038,Home,2023-03-22,2024-03-21,Active,South,2345.77
P000523,C00217,A0071,Home,2023-05-17,2024-05-16,Active,South,2552.89
P000524,C00175,A0033,Life,2025-02-10,2026-02-10,Renewed,Midwest,1328.54
P000525,C00699,A0025,Commercial,2025-03-31,2026-03-31,Renewed,West,9264.16
P000526,C00899,A0026,Auto,2025-06-08,2026-06-08,Active,Midwest,1799.87
P000527,C00539,A0071,Auto,2024-08-31,2025-08-31,Active,South,2013.04
P000528,C00974,A0021,Commercial,2023-05-28,2024-05-27,Active,South,5136.75
P000529,C00320,A0028,Home,2024-11-14,2025-11-14,Active,Midwest,2645.81
P000530,C00809,A0014,Home,2023-06-26,2024-06-25,Expired,South,2074.33
P000531,C00864,A0016,Home,2024-09-24,2025-09-24,Active,South,1488.72
P000532,C00959,A0075,Commercial,2024-02-13,2025-02-12,Active,Midwest,4306.9
P000533,C00695,A0046,Life,2023-05-24,2024-05-23,Active,West,1062.7
P000534,C00218,A0019,Commercial,2025-06-08,2026-06-08,Active,Northeast,4628.57
P000535,C00922,A0026,Life,2025-03-31,2026-03-31,Active,Midwest,891.85
P000536,C00817,A0051,Home,2023-07-08,2024-07-07,Renewed,South,2575.63
P000537,C00917,A0052,Health,2024-03-22,2025-03-22,Renewed,West,3292.0
P000538,C00517,A0026,Commercial,2025-06-24,2026-06-24,Active,Midwest,4424.78
P000539,C00746,A0059,Auto,2024-06-14,2025-06-14,Cancelled,Midwest,2219.61
P000540,C00187,A0040,Home,2024-04-21,2025-04-21,Cancelled,West,2737.92
P000541,C00808,A0065,Home,2023-10-08,2024-10-07,Active,South,2568.05
P000542,C00493,A0014,Life,2023-12-15,2024-12-14,Renewed,South,1584.75
P000543,C00937,A0070,Commercial,2024-07-08,2025-07-08,Renewed,South,7096.61
P000544,C00755,A0006,Commercial,2024-04-25,2025-04-25,Active,South,11067.7
P000545,C00030,A0030,Life,2023-11-29,2024-11-28,Renewed,West,1373.73
P000546,C00828,A0005,Auto,2023-05-20,2024-05-19,Expired,West,1667.35
P000547,C00982,A0058,Auto,2023-05-20,2024-05-19,Active,South,1659.66
P000548,C00440,A0010,Commercial,2024-10-11,2025-10-11,Cancelled,Midwest,8075.09
P000549,C00057,A0046,Home,2025-05-09,2026-05-09,Active,West,2254.23
P000550,C00738,A0074,Commercial,2024-03-30,2025-03-30,Active,South,5804.24
P000551,C00431,A0051,Auto,2025-06-30,2026-06-30,Active,South,1051.79
P000552,C00353,A0036,Life,2024-04-14,2025-04-14,Active,Northeast,679.58
P000553,C00841,A0077,Commercial,2024-07-21,2025-07-21,Active,Northeast,4450.3
P000554,C00456,A0078,Health,2024-05-04,2025-05-04,Expired,Northeast,5121.15
P000555,C00414,A0036,Commercial,2024-08-14,2025-08-14,Expired,Northeast,7820.23
P000556,C00767,A0060,Home,2023-11-18,2024-11-17,Active,West,1793.95
P000557,C00177,A0001,Life,2023-03-02,2024-03-01,Cancelled,Northeast,850.53
P000558,C00840,A0012,Health,2024-03-11,2025-03-11,Cancelled,Midwest,5422.72
P000559,C00951,A0069,Home,2024-01-16,2025-01-15,Renewed,South,2110.16
P000560,C00344,A0015,Commercial,2024-10-29,2025-10-29,Active,South,7359.17
P000561,C00518,A0078,Life,2023-06-14,2024-06-13,Renewed,Northeast,734.42
P000562,C00347,A0054,Home,2025-01-12,2026-01-12,Renewed,West,3185.02
P000563,C00124,A0025,Home,2024-10-24,2025-10-24,Expired,West,3147.7
P000564,C00163,A0013,Auto,2023-04-01,2024-03-31,Active,West,1768.39
P000565,C00737,A0039,Home,2023-04-07,2024-04-06,Active,West,1197.44
P000566,C00773,A0035,Commercial,2024-08-20,2025-08-20,Active,South,10021.35
P000567,C00980,A0066,Life,2024-04-14,2025-04-14,Cancelled,West,828.08
P000568,C00640,A0018,Life,2024-04-20,2025-04-20,Active,West,992.29
P000569,C00862,A0019,Life,2025-02-01,2026-02-01,Active,Northeast,1374.93
P000570,C00686,A0023,Auto,2024-11-03,2025-11-03,Cancelled,Northeast,1947.8
P000571,C00461,A0042,Home,2025-06-05,2026-06-05,Active,Midwest,2770.47
P000572,C00936,A0058,Auto,2024-09-01,2025-09-01,Active,South,1285.25
P000573,C00903,A0027,Home,2024-10-01,2025-10-01,Active,Midwest,1390.48
P000574,C00490,A0047,Auto,2024-05-20,2025-05-20,Active,South,1965.5
P000575,C00530,A0038,Health,2023-12-17,2024-12-16,Renewed,South,4412.62
P000576,C00678,A0076,Life,2024-05-04,2025-05-04,Active,South,817.42
P000577,C00198,A0069,Auto,2023-04-18,2024-04-17,Active,South,1958.13
P000578,C00408,A0025,Home,2024-12-06,2025-12-06,Renewed,West,3110.45
P000579,C00388,A0052,Auto,2025-06-30,2026-06-30,Cancelled,West,1037.83
P000580,C00785,A0044,Commercial,2023-09-22,2024-09-21,Active,South,4630.28
P000581,C00233,A0018,Life,2023-03-31,2024-03-30,Expired,West,1637.37
P000582,C00059,A0046,Commercial,2024-10-15,2025-10-15,Active,West,6575.54
P000583,C00908,A0055,Commercial,2024-09-30,2025-09-30,Renewed,Northeast,10403.75
P000584,C00215,A0026,Health,2025-05-05,2026-05-05,Active,Midwest,5447.36
P000585,C00780,A0022,Commercial,2023-01-17,2024-01-17,Active,South,7149.34
P000586,C00192,A0050,Commercial,2023-06-23,2024-06-22,Active,South,5428.65
P000587,C00404,A0018,Life,2024-10-01,2025-10-01,Active,West,1505.7
P000588,C00604,A0015,Commercial,2024-04-29,2025-04-29,Cancelled,South,9602.03
P000589,C00838,A0011,Commercial,2023-11-13,2024-11-12,Renewed,South,5369.29
P000590,C00102,A0002,Home,2024-05-09,2025-05-09,Active,Midwest,2957.2
P000591,C00551,A0047,Home,2023-06-20,2024-06-19,Active,South,3327.9
P000592,C00377,A0048,Life,2023-03-30,2024-03-29,Renewed,West,880.88
P000593,C00432,A0004,Auto,2024-04-20,2025-04-20,Active,South,2127.05
P000594,C00550,A0070,Auto,2024-10-28,2025-10-28,Cancelled,South,1475.12
P000595,C00397,A0022,Commercial,2023-12-07,2024-12-06,Active,South,4929.31
P000596,C00163,A0039,Commercial,2023-01-02,2024-01-02,Active,West,8531.03
P000597,C00284,A0059,Health,2024-06-17,2025-06-17,Active,Midwest,6698.98
P000598,C00139,A0015,Life,2023-06-17,2024-06-16,Active,South,904.81
P000599,C00408,A0066,Auto,2024-07-23,2025-07-23,Active,West,1623.1
P000600,C00108,A0041,Auto,2024-12-15,2025-12-15,Active,South,1039.38
P000601,C00166,A0067,Auto,2024-11-16,2025-11-16,Active,South,1030.56
P000602,C00754,A0058,Life,2024-05-02,2025-05-02,Renewed,South,692.88
P000603,C00384,A0004,Life,2024-10-17,2025-10-17,Active,South,1073.93
P000604,C00036,A0049,Health,2023-03-13,2024-03-12,Expired,Midwest,2951.03
P000605,C00888,A0056,Home,2024-07-05,2025-07-05,Renewed,South,2056.7
P000606,C00746,A0049,Auto,2025-03-05,2026-03-05,Active,Midwest,1945.75
P000607,C00615,A0039,Commercial,2024-08-18,2025-08-18,Active,West,6964.69
P000608,C00532,A0050,Auto,2024-12-19,2025-12-19,Expired,South,1118.4
P000609,C00349,A0031,Home,2024-02-09,2025-02-08,Active,South,2433.36
P000610,C00985,A0009,Home,2024-03-26,2025-03-26,Active,Midwest,1993.08
P000611,C00380,A0032,Health,2024-11-15,2025-11-15,Active,Midwest,7505.3
P000612,C00644,A0058,Health,2024-03-15,2025-03-15,Active,South,3178.76
P000613,C00242,A0054,Commercial,2024-01-08,2025-01-07,Active,West,9018.48
P000614,C00975,A0077,Home,2024-06-10,2025-06-10,Active,Northeast,1334.97
P000615,C00463,A0049,Life,2024-05-04,2025-05-04,Active,Midwest,1623.61
P000616,C00909,A0075,Home,2024-02-21,2025-02-20,Expired,Midwest,2199.74
P000617,C00773,A0076,Auto,2025-04-19,2026-04-19,Cancelled,South,1789.32
P000618,C00467,A0030,Life,2024-12-08,2025-12-08,Active,West,1621.59
P000619,C00986,A0024,Life,2023-09-13,2024-09-12,Active,South,792.27
P000620,C00237,A0010,Auto,2025-06-11,2026-06-11,Active,Midwest,2217.07
P000621,C00118,A0021,Commercial,2024-02-06,2025-02-05,Active,South,6657.39
P000622,C00912,A0036,Auto,2023-11-18,2024-11-17,Active,Northeast,1523.61
P000623,C00162,A0009,Commercial,2024-12-19,2025-12-19,Renewed,Midwest,5725.04
P000624,C00349,A0065,Health,2024-02-24,2025-02-23,Active,South,6351.82
P000625,C00262,A0039,Auto,2023-05-10,2024-05-09,Active,West,1734.45
P000626,C00032,A0002,Health,2025-03-21,2026-03-21,Active,Midwest,5113.84
P000627,C00290,A0076,Health,2025-04-22,2026-04-22,Active,South,3930.5
P000628,C00463,A0033,Health,2024-11-14,2025-11-14,Expired,Midwest,7249.55
P000629,C00556,A0049,Health,2023-03-06,2024-03-05,Cancelled,Midwest,3863.33
P000630,C00032,A0026,Life,2024-10-04,2025-10-04,Active,Midwest,1008.59
P000631,C00679,A0032,Auto,2025-01-18,2026-01-18,Expired,Midwest,1959.19
P000632,C00628,A0040,Commercial,2025-06-16,2026-06-16,Active,West,5555.03
P000633,C00908,A0023,Health,2023-10-12,2024-10-11,Active,Northeast,2732.69
P000634,C00212,A0029,Home,2025-05-30,2026-05-30,Active,Northeast,2922.62
P000635,C00907,A0036,Health,2023-02-01,2024-02-01,Active,Northeast,4649.0
P000636,C00546,A0033,Auto,2024-12-12,2025-12-12,Cancelled,Midwest,1181.19
P000637,C00859,A0064,Home,2023-08-08,2024-08-07,Active,Northeast,2779.59
P000638,C00449,A0047,Home,2023-02-12,2024-02-12,Active,South,1557.82
P000639,C00348,A0008,Home,2023-10-31,2024-10-30,Expired,Midwest,2609.12
P000640,C00089,A0049,Home,2024-03-30,2025-03-30,Active,Midwest,1635.33
P000641,C00818,A0026,Auto,2024-02-10,2025-02-09,Active,Midwest,814.84
P000642,C00464,A0009,Health,2025-03-23,2026-03-23,Active,Midwest,4563.6
P000643,C00198,A0047,Auto,2024-03-26,2025-03-26,Renewed,South,864.77
P000644,C00371,A0050,Home,2025-06-11,2026-06-11,Active,South,2298.29
P000645,C00249,A0010,Life,2024-05-09,2025-05-09,Cancelled,Midwest,1466.57
P000646,C00239,A0014,Home,2023-05-07,2024-05-06,Active,South,2977.76
P000647,C00193,A0078,Commercial,2023-05-14,2024-05-13,Active,Northeast,7586.44
P000648,C00891,A0027,Auto,2025-04-26,2026-04-26,Active,Midwest,1727.32
P000649,C00992,A0020,Life,2024-08-01,2025-08-01,Active,South,1285.28
P000650,C00036,A0026,Home,2023-12-01,2024-11-30,Active,Midwest,1873.56
P000651,C00061,A0011,Auto,2023-11-06,2024-11-05,Active,South,2056.67
P000652,C00253,A0012,Commercial,2025-02-11,2026-02-11,Active,Midwest,7294.52
P000653,C00882,A0080,Health,2025-03-28,2026-03-28,Active,Midwest,7173.03
P000654,C00834,A0060,Auto,2025-01-19,2026-01-19,Renewed,West,1261.07
P000655,C00725,A0055,Commercial,2025-06-08,2026-06-08,Cancelled,Northeast,10441.05
P000656,C00395,A0020,Home,2025-01-11,2026-01-11,Cancelled,South,3271.76
P000657,C00724,A0070,Life,2023-10-28,2024-10-27,Active,South,950.19
P000658,C00170,A0054,Health,2024-11-17,2025-11-17,Active,West,5609.5
P000659,C00816,A0039,Commercial,2024-09-03,2025-09-03,Active,West,5493.99
P000660,C00632,A0047,Commercial,2023-12-09,2024-12-08,Active,South,4933.23
P000661,C00710,A0079,Home,2023-11-27,2024-11-26,Active,Northeast,1349.73
P000662,C00647,A0048,Home,2023-09-24,2024-09-23,Active,West,1878.67
P000663,C00598,A0019,Auto,2024-04-28,2025-04-28,Active,Northeast,922.35
P000664,C00882,A0028,Health,2024-11-12,2025-11-12,Active,Midwest,3220.74
P000665,C00595,A0046,Life,2025-02-27,2026-02-27,Active,West,1525.38
P000666,C00048,A0057,Health,2023-05-23,2024-05-22,Renewed,Northeast,6265.2
P000667,C00481,A0041,Health,2024-07-14,2025-07-14,Active,South,4036.04
P000668,C00896,A0025,Life,2024-08-16,2025-08-16,Cancelled,West,1457.71
P000669,C00097,A0036,Commercial,2024-05-02,2025-05-02,Renewed,Northeast,4959.65
