premium_id,policy_id,payment_date,premium_amount,payment_status,payment_method
PM0001034,P000293,2025-04-09,1361.78,Paid,Check
PM0001035,P000293,2025-10-13,1361.78,Failed,ACH
PM0001036,P000294,2025-06-16,271.46,Paid,ACH
PM0001037,P000295,2024-01-24,603.76,Failed,Check
PM0001038,P000295,2024-04-23,603.76,Paid,Wire
PM0001039,P000295,2024-07-21,603.76,Paid,Card
PM0001040,P000295,2024-10-15,603.76,Paid,Wire
PM0001041,P000296,2024-02-20,288.79,Paid,Card
PM0001042,P000296,2024-05-26,288.79,Paid,ACH
PM0001043,P000296,2024-09-02,288.79,Late,Check
PM0001044,P000296,2024-11-22,288.79,Paid,ACH
PM0001045,P000297,2023-11-08,224.82,Paid,Card
PM0001046,P000297,2024-02-16,224.82,Paid,Wire
PM0001047,P000297,2024-05-10,224.82,Refunded,Card
PM0001048,P000297,2024-08-06,224.82,Paid,Check
PM0001049,P000298,2024-05-30,631.76,Paid,Check
PM0001050,P000298,2024-08-24,631.76,Paid,Check
PM0001051,P000298,2024-11-15,631.76,Paid,ACH
PM0001052,P000298,2025-02-12,631.76,Paid,Wire
PM0001053,P000299,2024-06-27,288.48,Paid,Card
PM0001054,P000299,2024-09-08,288.48,Paid,Check
PM0001055,P000299,2024-12-07,288.48,Paid,ACH
PM0001056,P000300,2024-06-03,331.65,Paid,ACH
PM0001057,P000300,2024-08-16,331.65,Paid,ACH
PM0001058,P000300,2024-12-02,331.65,Paid,Check
PM0001059,P000300,2025-02-16,331.65,Paid,ACH
PM0001060,P000301,2024-01-12,538.46,Paid,Check
PM0001061,P000301,2024-04-13,538.46,Paid,Wire
PM0001062,P000301,2024-07-13,538.46,Paid,ACH
PM0001063,P000301,2024-10-10,538.46,Paid,Wire
PM0001064,P000302,2023-08-03,1717.4,Paid,Card
PM0001065,P000302,2023-11-03,1717.4,Paid,Card
PM0001066,P000302,2024-02-04,1717.4,Paid,ACH
PM0001067,P000302,2024-04-28,1717.4,Refunded,ACH
PM0001068,P000303,2023-12-29,150.38,Paid,Card
PM0001069,P000303,2024-04-01,150.38,Paid,Wire
PM0001070,P000303,2024-06-17,150.38,Paid,Card
PM0001071,P000303,2024-09-12,150.38,Paid,Check
PM0001072,P000304,2024-04-19,1197.23,Paid,Wire
PM0001073,P000304,2024-07-30,1197.23,Paid,Wire
PM0001074,P000304,2024-10-16,1197.23,Paid,Card
PM0001075,P000304,2025-01-20,1197.23,Paid,ACH
PM0001076,P000305,2023-04-11,825.34,Paid,ACH
PM0001077,P000305,2023-07-25,825.34,Late,Wire
PM0001078,P000305,2023-10-09,825.34,Paid,Check
PM0001079,P000305,2024-01-03,825.34,Paid,Wire
PM0001080,P000306,2023-06-17,388.52,Late,ACH
PM0001081,P000306,2023-09-03,388.52,Paid,ACH
PM0001082,P000307,2023-08-29,230.62,Paid,Card
PM0001083,P000307,2023-11-24,230.62,Paid,Check
PM0001084,P000307,2024-03-11,230.62,Paid,Card
PM0001085,P000308,2023-09-27,237.08,Paid,ACH
PM0001086,P000308,2023-12-23,237.08,Paid,ACH
PM0001087,P000308,2024-04-04,237.08,Paid,Check
PM0001088,P000308,2024-06-20,237.08,Paid,Card
PM0001089,P000309,2023-12-05,234.25,Paid,Check
PM0001090,P000309,2024-03-04,234.25,Paid,Check
PM0001091,P000309,2024-05-29,234.25,Paid,Card
PM0001092,P000310,2025-06-17,2242.24,Paid,Check
PM0001093,P000310,2025-09-23,2242.24,Paid,Card
PM0001094,P000310,2025-12-13,2242.24,Paid,ACH
PM0001095,P000311,2024-10-23,281.31,Paid,ACH
PM0001096,P000311,2025-01-30,281.31,Paid,Wire
PM0001097,P000312,2024-07-04,409.88,Paid,ACH
PM0001098,P000312,2024-10-12,409.88,Paid,Wire
PM0001099,P000312,2024-12-26,409.88,Paid,Wire
PM0001100,P000312,2025-04-04,409.88,Paid,ACH
PM0001101,P000313,2023-11-21,543.54,Paid,Card
PM0001102,P000313,2024-02-12,543.54,Paid,Wire
PM0001103,P000313,2024-05-19,543.54,Paid,Check
PM0001104,P000313,2024-08-15,543.54,Paid,ACH
PM0001105,P000314,2025-05-31,302.59,Paid,ACH
PM0001106,P000314,2025-09-11,302.59,Paid,Check
PM0001107,P000314,2025-12-10,302.59,Paid,ACH
PM0001108,P000315,2024-09-21,306.48,Paid,ACH
PM0001109,P000315,2024-12-25,306.48,Paid,Card
PM0001110,P000315,2025-03-23,306.48,Paid,Card
PM0001111,P000315,2025-06-15,306.48,Paid,Check
PM0001112,P000316,2024-03-03,167.1,Paid,Check
PM0001113,P000316,2024-06-08,167.1,Late,Check
PM0001114,P000316,2024-11-20,167.1,Late,Wire
PM0001115,P000317,2025-03-03,760.5,Late,Wire
PM0001116,P000317,2025-05-30,760.5,Paid,Check
PM0001117,P000317,2025-09-10,760.5,Paid,Check
PM0001118,P000318,2024-04-12,714.31,Paid,Card
PM0001119,P000318,2024-07-19,714.31,Paid,ACH
PM0001120,P000318,2024-10-28,714.31,Paid,ACH
PM0001121,P000318,2025-01-07,714.31,Failed,ACH
PM0001122,P000319,2025-05-05,1939.75,Paid,Card
PM0001123,P000319,2025-07-21,1939.75,Paid,ACH
PM0001124,P000319,2025-10-25,1939.75,Paid,Check
PM0001125,P000320,2023-08-07,364.31,Paid,Card
PM0001126,P000320,2023-11-04,364.31,Refunded,Card
PM0001127,P000320,2024-05-14,364.31,Paid,Wire
PM0001128,P000321,2024-10-06,569.41,Paid,ACH
PM0001129,P000321,2025-01-04,569.41,Paid,Check
PM0001130,P000322,2025-02-20,623.62,Paid,ACH
PM0001131,P000322,2025-05-14,623.62,Paid,Wire
PM0001132,P000322,2025-08-25,623.62,Paid,ACH
PM0001133,P000322,2025-11-22,623.62,Paid,Wire
PM0001134,P000323,2023-07-19,399.25,Paid,Card
PM0001135,P000323,2023-10-16,399.25,Paid,Check
PM0001136,P000323,2024-01-29,399.25,Paid,Wire
PM0001137,P000324,2023-06-13,364.7,Paid,Wire
PM0001138,P000324,2023-09-09,364.7,Paid,Check
PM0001139,P000324,2023-12-08,364.7,Paid,Wire
PM0001140,P000324,2024-03-12,364.7,Failed,ACH
PM0001141,P000325,2023-06-22,1884.32,Refunded,Wire
PM0001142,P000325,2023-09-14,1884.32,Paid,ACH
PM0001143,P000325,2023-12-23,1884.32,Paid,ACH
PM0001144,P000325,2024-03-17,1884.32,Paid,Wire
PM0001145,P000326,2024-01-16,412.48,Paid,Check
PM0001146,P000326,2024-03-26,412.48,Paid,Wire
PM0001147,P000326,2024-07-13,412.48,Paid,Wire
PM0001148,P000326,2024-09-22,412.48,Paid,Wire
PM0001149,P000327,2024-06-02,414.34,Paid,Check
PM0001150,P000327,2024-11-23,414.34,Paid,Check
PM0001151,P000327,2025-03-01,414.34,Refunded,Check
PM0001152,P000328,2024-04-24,726.05,Paid,Check
PM0001153,P000328,2024-07-26,726.05,Failed,Wire
PM0001154,P000328,2024-10-10,726.05,Paid,Card
PM0001155,P000328,2025-01-17,726.05,Late,Wire
PM0001156,P000329,2025-07-10,2739.55,Paid,Card
PM0001157,P000329,2025-09-21,2739.55,Paid,Card
PM0001158,P000329,2025-12-19,2739.55,Paid,ACH
PM0001159,P000330,2023-04-25,676.65,Paid,Card
PM0001160,P000330,2023-08-06,676.65,Paid,ACH
PM0001161,P000330,2023-11-04,676.65,Late,Wire
PM0001162,P000330,2024-01-17,676.65,Paid,ACH
PM0001163,P000331,2024-02-18,285.29,Paid,Check
PM0001164,P000331,2024-05-23,285.29,Paid,Card
PM0001165,P000331,2024-08-20,285.29,Paid,Check
PM0001166,P000331,2024-12-02,285.29,Paid,Check
PM0001167,P000332,2025-05-30,453.78,Paid,Check
PM0001168,P000332,2025-09-03,453.78,Paid,ACH
PM0001169,P000332,2025-11-30,453.78,Paid,Card
PM0001170,P000333,2024-03-02,292.54,Late,ACH
PM0001171,P000333,2024-06-05,292.54,Failed,ACH
PM0001172,P000333,2024-09-02,292.54,Paid,Wire
PM0001173,P000333,2024-12-04,292.54,Late,Check
PM0001174,P000334,2023-10-03,257.62,Paid,Wire
PM0001175,P000334,2023-12-29,257.62,Failed,ACH
PM0001176,P000334,2024-03-25,257.62,Paid,Card
PM0001177,P000334,2024-06-24,257.62,Paid,Wire
PM0001178,P000335,2023-09-19,1540.06,Paid,Check
PM0001179,P000335,2023-12-20,1540.06,Paid,Wire
PM0001180,P000335,2024-03-23,1540.06,Paid,Card
PM0001181,P000335,2024-06-20,1540.06,Paid,Check
PM0001182,P000336,2023-10-22,791.73,Late,Wire
PM0001183,P000336,2024-01-15,791.73,Paid,Wire
PM0001184,P000336,2024-04-25,791.73,Paid,Check
PM0001185,P000337,2024-11-15,188.74,Late,Wire
PM0001186,P000337,2025-08-23,188.74,Paid,Check
PM0001187,P000338,2024-01-01,361.44,Paid,Card
PM0001188,P000338,2024-03-18,361.44,Paid,Check
PM0001189,P000338,2024-06-28,361.44,Paid,Card
PM0001190,P000338,2024-09-13,361.44,Paid,Wire
PM0001191,P000339,2024-06-17,1422.25,Paid,ACH
PM0001192,P000339,2024-09-29,1422.25,Paid,ACH
PM0001193,P000339,2024-12-17,1422.25,Paid,Check
PM0001194,P000339,2025-03-25,1422.25,Failed,Check
PM0001195,P000340,2024-04-29,1582.61,Paid,Check
PM0001196,P000340,2024-07-19,1582.61,Paid,Check
PM0001197,P000340,2024-10-17,1582.61,Paid,Wire
PM0001198,P000340,2025-01-19,1582.61,Paid,ACH
PM0001199,P000341,2025-04-03,1647.38,Paid,Wire
PM0001200,P000341,2025-07-14,1647.38,Paid,Card
PM0001201,P000341,2025-12-31,1647.38,Paid,Check
PM0001202,P000342,2024-03-20,216.04,Failed,Check
PM0001203,P000342,2024-06-25,216.04,Paid,ACH
PM0001204,P000342,2024-09-16,216.04,Paid,ACH
PM0001205,P000342,2024-12-14,216.04,Paid,Card
PM0001206,P000343,2024-09-19,2567.8,Paid,Check
PM0001207,P000343,2025-01-01,2567.8,Paid,Check
PM0001208,P000343,2025-03-27,2567.8,Refunded,ACH
PM0001209,P000343,2025-06-29,2567.8,Paid,Card
PM0001210,P000344,2024-03-27,1117.2,Paid,Card
PM0001211,P000344,2024-07-04,1117.2,Failed,Wire
PM0001212,P000344,2024-10-02,1117.2,Paid,Card
PM0001213,P000344,2024-12-13,1117.2,Paid,Card
PM0001214,P000345,2023-03-14,554.32,Paid,Card
PM0001215,P000345,2023-06-25,554.32,Paid,Check
PM0001216,P000345,2023-09-16,554.32,Paid,Card
PM0001217,P000345,2023-12-12,554.32,Paid,Card
PM0001218,P000346,2023-01-16,272.56,Paid,Check
PM0001219,P000346,2023-04-01,272.56,Paid,Card
PM0001220,P000346,2023-07-15,272.56,Paid,Card
PM0001221,P000346,2023-10-15,272.56,Paid,Check
PM0001222,P000347,2024-08-10,2022.13,Paid,ACH
PM0001223,P000347,2024-10-28,2022.13,Paid,Card
PM0001224,P000347,2025-02-06,2022.13,Paid,Card
PM0001225,P000347,2025-04-25,2022.13,Late,ACH
PM0001226,P000348,2024-01-17,284.79,Late,Check
PM0001227,P000348,2024-04-16,284.79,Paid,Card
PM0001228,P000348,2024-07-01,284.79,Paid,Wire
PM0001229,P000348,2024-10-11,284.79,Paid,ACH
PM0001230,P000349,2024-03-18,183.65,Paid,Check
PM0001231,P000349,2024-06-11,183.65,Paid,Wire
PM0001232,P000349,2024-09-09,183.65,Late,Card
PM0001233,P000349,2024-12-22,183.65,Paid,Card
PM0001234,P000350,2024-12-18,689.89,Paid,Card
PM0001235,P000350,2025-03-04,689.89,Paid,ACH
PM0001236,P000350,2025-06-07,689.89,Paid,ACH
PM0001237,P000350,2025-09-19,689.89,Failed,Check
PM0001238,P000351,2024-01-22,307.04,Paid,Card
PM0001239,P000351,2024-04-29,307.04,Paid,Check
PM0001240,P000351,2024-08-02,307.04,Paid,Check
PM0001241,P000351,2024-10-14,307.04,Paid,Wire
PM0001242,P000352,2025-07-08,1405.64,Paid,ACH
PM0001243,P000352,2025-09-20,1405.64,Paid,Wire
PM0001244,P000352,2025-12-25,1405.64,Paid,ACH
PM0001245,P000353,2024-11-04,253.19,Paid,Wire
PM0001246,P000353,2025-05-15,253.19,Paid,Check
PM0001247,P000353,2025-08-01,253.19,Paid,Check
PM0001248,P000354,2025-04-30,361.79,Paid,Wire
PM0001249,P000354,2025-08-01,361.79,Paid,Check
PM0001250,P000354,2025-11-10,361.79,Paid,Wire
PM0001251,P000355,2024-07-01,302.98,Refunded,Card
PM0001252,P000355,2024-10-03,302.98,Paid,ACH
PM0001253,P000355,2024-12-20,302.98,Paid,ACH
PM0001254,P000355,2025-03-22,302.98,Paid,Wire
PM0001255,P000356,2024-02-01,322.04,Paid,Card
PM0001256,P000356,2024-05-04,322.04,Paid,Wire
PM0001257,P000356,2024-07-30,322.04,Paid,Card
PM0001258,P000356,2024-11-01,322.04,Paid,Check
PM0001259,P000357,2024-11-10,763.47,Paid,Wire
PM0001260,P000357,2025-02-16,763.47,Paid,ACH
PM0001261,P000357,2025-05-04,763.47,Paid,Wire
PM0001262,P000357,2025-08-22,763.47,Late,Wire
PM0001263,P000358,2023-02-03,337.61,Paid,ACH
PM0001264,P000358,2023-05-11,337.61,Paid,ACH
PM0001265,P000358,2023-07-28,337.61,Paid,Wire
PM0001266,P000358,2023-11-08,337.61,Paid,Card
PM0001267,P000359,2023-09-20,177.45,Paid,ACH
PM0001268,P000359,2023-12-15,177.45,Paid,Wire
PM0001269,P000359,2024-03-11,177.45,Paid,Card
PM0001270,P000359,2024-06-06,177.45,Paid,Wire
PM0001271,P000360,2025-01-04,277.21,Paid,ACH
PM0001272,P000360,2025-04-04,277.21,Paid,ACH
PM0001273,P000360,2025-06-30,277.21,Paid,Card
PM0001274,P000360,2025-09-18,277.21,Paid,Wire
PM0001275,P000361,2024-11-27,1011.83,Paid,Card
PM0001276,P000361,2025-02-15,1011.83,Paid,Check
PM0001277,P000361,2025-05-28,1011.83,Paid,ACH
PM0001278,P000361,2025-08-15,1011.83,Paid,ACH
PM0001279,P000362,2023-11-08,1434.09,Paid,ACH
PM0001280,P000362,2024-02-02,1434.09,Paid,Wire
PM0001281,P000362,2024-05-09,1434.09,Paid,Check
PM0001282,P000362,2024-08-01,1434.09,Paid,Wire
PM0001283,P000363,2025-01-16,2630.46,Paid,ACH
PM0001284,P000363,2025-04-29,2630.46,Late,Check
PM0001285,P000363,2025-07-18,2630.46,Paid,Wire
PM0001286,P000363,2025-10-23,2630.46,Paid,Check
PM0001287,P000364,2025-05-27,336.72,Paid,Card
PM0001288,P000364,2025-11-26,336.72,Paid,Card
PM0001289,P000365,2023-12-13,321.62,Paid,ACH
PM0001290,P000365,2024-03-04,321.62,Refunded,Check
PM0001291,P000365,2024-06-10,321.62,Paid,Wire
PM0001292,P000365,2024-09-03,321.62,Paid,Check
PM0001293,P000366,2025-06-13,551.88,Paid,Wire
PM0001294,P000366,2025-09-16,551.88,Paid,Check
PM0001295,P000367,2024-11-21,1533.21,Paid,Check
PM0001296,P000367,2025-02-08,1533.21,Paid,Wire
PM0001297,P000367,2025-05-10,1533.21,Paid,ACH
PM0001298,P000368,2025-04-30,923.12,Paid,Card
PM0001299,P000368,2025-07-20,923.12,Paid,Card
PM0001300,P000368,2025-10-18,923.12,Paid,Check
PM0001301,P000369,2023-01-18,664.65,Paid,Wire
PM0001302,P000369,2023-04-24,664.65,Paid,ACH
PM0001303,P000369,2023-07-09,664.65,Paid,Card
PM0001304,P000369,2023-10-25,664.65,Paid,Card
PM0001305,P000370,2024-10-31,469.36,Paid,Check
PM0001306,P000370,2025-02-02,469.36,Paid,Card
PM0001307,P000370,2025-04-25,469.36,Paid,Wire
PM0001308,P000371,2024-11-07,390.48,Paid,Wire
PM0001309,P000371,2025-02-03,390.48,Paid,Check
PM0001310,P000371,2025-05-04,390.48,Paid,Card
PM0001311,P000371,2025-08-11,390.48,Paid,Wire
PM0001312,P000372,2023-09-02,467.29,Paid,ACH
PM0001313,P000372,2023-12-09,467.29,Paid,Check
PM0001314,P000372,2024-03-06,467.29,Paid,Check
PM0001315,P000372,2024-05-30,467.29,Paid,Card
PM0001316,P000373,2023-07-31,583.05,Paid,Wire
PM0001317,P000373,2023-11-15,583.05,Paid,Card
PM0001318,P000373,2024-02-15,583.05,Paid,Card
PM0001319,P000373,2024-04-27,583.05,Paid,Wire
PM0001320,P000374,2024-05-14,1976.53,Paid,Card
PM0001321,P000374,2024-08-09,1976.53,Paid,Card
PM0001322,P000374,2024-11-05,1976.53,Paid,Wire
PM0001323,P000375,2023-04-01,2451.78,Paid,Wire
PM0001324,P000375,2023-07-02,2451.78,Paid,Card
PM0001325,P000375,2023-10-10,2451.78,Paid,Card
PM0001326,P000376,2024-03-04,2584.38,Late,Wire
PM0001327,P000376,2024-05-31,2584.38,Paid,ACH
PM0001328,P000376,2024-08-28,2584.38,Paid,Check
PM0001329,P000376,2024-11-27,2584.38,Failed,Wire
PM0001330,P000377,2024-06-22,372.19,Failed,Card
PM0001331,P000377,2024-10-05,372.19,Paid,Wire
PM0001332,P000377,2024-12-24,372.19,Paid,Card
PM0001333,P000377,2025-04-03,372.19,Paid,Check
PM0001334,P000378,2024-07-21,2516.07,Paid,ACH
PM0001335,P000378,2024-10-19,2516.07,Paid,ACH
PM0001336,P000378,2025-01-20,2516.07,Paid,ACH
PM0001337,P000378,2025-04-19,2516.07,Late,Check
PM0001338,P000379,2023-01-08,1020.86,Paid,Wire
PM0001339,P000379,2023-04-09,1020.86,Paid,Check
PM0001340,P000379,2023-10-11,1020.86,Paid,Check
PM0001341,P000380,2023-12-02,697.85,Paid,Check
PM0001342,P000380,2024-03-13,697.85,Failed,Card
PM0001343,P000380,2024-06-06,697.85,Paid,ACH
PM0001344,P000381,2024-01-05,1459.28,Paid,Card
PM0001345,P000381,2024-03-31,1459.28,Paid,Wire
PM0001346,P000381,2024-07-05,1459.28,Paid,Check
PM0001347,P000382,2024-11-08,779.26,Failed,ACH
PM0001348,P000382,2025-02-06,779.26,Paid,Wire
PM0001349,P000382,2025-05-10,779.26,Late,Check
PM0001350,P000382,2025-07-28,779.26,Paid,Card
PM0001351,P000383,2025-05-27,342.02,Paid,Card
PM0001352,P000383,2025-12-09,342.02,Paid,Wire
PM0001353,P000384,2023-07-25,248.07,Paid,Card
PM0001354,P000384,2023-10-23,248.07,Late,Check
PM0001355,P000384,2024-01-12,248.07,Paid,Wire
PM0001356,P000384,2024-04-18,248.07,Paid,ACH
PM0001357,P000385,2024-10-17,490.97,Paid,Card
PM0001358,P000385,2025-01-11,490.97,Paid,Wire
PM0001359,P000385,2025-04-20,490.97,Paid,Check
PM0001360,P000385,2025-07-20,490.97,Paid,ACH
PM0001361,P000386,2024-02-23,2756.22,Paid,Wire
PM0001362,P000386,2024-06-01,2756.22,Paid,Wire
PM0001363,P000386,2024-08-18,2756.22,Paid,Check
PM0001364,P000386,2024-11-28,2756.22,Paid,ACH
PM0001365,P000387,2023-04-11,2675.71,Paid,Check
PM0001366,P000387,2023-07-19,2675.71,Paid,ACH
PM0001367,P000387,2023-10-08,2675.71,Paid,Card
PM0001368,P000387,2024-01-07,2675.71,Paid,Wire
PM0001369,P000388,2025-04-18,1638.29,Paid,ACH
PM0001370,P000388,2025-08-06,1638.29,Paid,ACH
PM0001371,P000388,2025-11-04,1638.29,Paid,Card
PM0001372,P000389,2023-04-21,1701.67,Paid,Check
PM0001373,P000389,2023-07-17,1701.67,Paid,Wire
PM0001374,P000389,2023-10-21,1701.67,Paid,ACH
PM0001375,P000389,2024-01-08,1701.67,Paid,Wire
PM0001376,P000390,2024-11-14,1128.04,Paid,Check
PM0001377,P000390,2025-02-22,1128.04,Paid,Check
PM0001378,P000390,2025-05-14,1128.04,Paid,Card
PM0001379,P000391,2025-04-11,423.05,Paid,Card
PM0001380,P000391,2025-07-13,423.05,Failed,Wire
PM0001381,P000391,2025-10-13,423.05,Paid,Check
PM0001382,P000392,2023-11-23,1685.83,Paid,ACH
PM0001383,P000392,2024-02-24,1685.83,Paid,Card
PM0001384,P000392,2024-08-13,1685.83,Paid,ACH
PM0001385,P000393,2023-12-01,381.07,Paid,Wire
PM0001386,P000393,2024-02-27,381.07,Paid,ACH
PM0001387,P000393,2024-06-08,381.07,Paid,Card
PM0001388,P000394,2024-02-04,348.75,Failed,Card
PM0001389,P000394,2024-05-05,348.75,Paid,Wire
PM0001390,P000394,2024-07-26,348.75,Paid,Check
PM0001391,P000394,2024-10-25,348.75,Paid,Check
PM0001392,P000395,2024-12-04,520.38,Paid,Wire
PM0001393,P000395,2025-02-28,520.38,Paid,Card
PM0001394,P000395,2025-05-21,520.38,Paid,Check
PM0001395,P000395,2025-08-23,520.38,Paid,Wire
PM0001396,P000396,2024-09-29,1438.77,Late,Card
PM0001397,P000396,2024-12-24,1438.77,Paid,ACH
PM0001398,P000396,2025-03-23,1438.77,Paid,Card
PM0001399,P000396,2025-07-07,1438.77,Paid,Card
PM0001400,P000397,2025-04-15,1548.22,Paid,Card
PM0001401,P000397,2025-07-24,1548.22,Paid,Card
PM0001402,P000397,2025-10-16,1548.22,Paid,Check
PM0001403,P000398,2023-03-08,296.56,Paid,Check
PM0001404,P000398,2023-09-12,296.56,Paid,ACH
PM0001405,P000398,2023-11-28,296.56,Paid,Wire
PM0001406,P000399,2023-10-12,211.78,Paid,ACH
PM0001407,P000399,2024-01-10,211.78,Paid,Wire
PM0001408,P000399,2024-04-06,211.78,Paid,Card
PM0001409,P000400,2023-06-13,590.91,Paid,Card
PM0001410,P000400,2023-09-23,590.91,Paid,Card
PM0001411,P000400,2023-12-20,590.91,Paid,Wire
PM0001412,P000400,2024-03-11,590.91,Late,Check
PM0001413,P000401,2023-11-16,390.42,Paid,Wire
PM0001414,P000401,2024-03-04,390.42,Paid,Card
PM0001415,P000401,2024-05-22,390.42,Late,Wire
PM0001416,P000401,2024-08-24,390.42,Paid,Wire
PM0001417,P000402,2023-01-19,487.18,Paid,Check
PM0001418,P000402,2023-04-11,487.18,Paid,Wire
PM0001419,P000402,2023-07-12,487.18,Paid,Check
PM0001420,P000402,2023-10-12,487.18,Paid,Card
PM0001421,P000403,2024-04-23,256.29,Paid,ACH
PM0001422,P000403,2024-07-24,256.29,Paid,ACH
PM0001423,P000403,2025-01-20,256.29,Paid,ACH
PM0001424,P000404,2024-08-11,382.4,Late,Card
PM0001425,P000404,2024-11-12,382.4,Paid,Card
PM0001426,P000404,2025-02-04,382.4,Paid,Check
PM0001427,P000404,2025-05-12,382.4,Paid,Wire
PM0001428,P000405,2024-04-23,1644.69,Paid,ACH
PM0001429,P000405,2024-07-06,1644.69,Paid,Check
PM0001430,P000406,2023-11-13,835.72,Paid,Card
PM0001431,P000406,2024-02-19,835.72,Failed,ACH
PM0001432,P000406,2024-05-11,835.72,Paid,Check
PM0001433,P000407,2024-05-13,711.14,Paid,Wire
PM0001434,P000407,2024-08-11,711.14,Paid,Check
PM0001435,P000407,2024-11-04,711.14,Paid,Wire
PM0001436,P000407,2025-01-25,711.14,Paid,Card
PM0001437,P000408,2023-01-05,371.22,Late,Check
PM0001438,P000408,2023-07-16,371.22,Paid,Check
PM0001439,P000408,2023-10-10,371.22,Paid,ACH
PM0001440,P000409,2024-12-27,234.0,Paid,Card
PM0001441,P000409,2025-03-20,234.0,Paid,ACH
PM0001442,P000409,2025-06-23,234.0,Paid,Wire
PM0001443,P000410,2025-01-16,374.2,Paid,Check
PM0001444,P000410,2025-04-23,374.2,Paid,ACH
PM0001445,P000410,2025-07-08,374.2,Paid,Check
PM0001446,P000410,2025-10-05,374.2,Paid,Wire
PM0001447,P000411,2025-03-09,649.39,Paid,Check
PM0001448,P000411,2025-06-18,649.39,Late,Check
PM0001449,P000411,2025-09-05,649.39,Paid,Check
PM0001450,P000411,2025-12-16,649.39,Paid,ACH
PM0001451,P000412,2023-04-05,600.55,Paid,Wire
PM0001452,P000412,2023-10-02,600.55,Paid,Check
PM0001453,P000412,2023-12-21,600.55,Paid,Check
PM0001454,P000413,2023-07-11,251.56,Paid,ACH
PM0001455,P000413,2023-10-08,251.56,Paid,Card
PM0001456,P000413,2023-12-22,251.56,Paid,Wire
PM0001457,P000413,2024-03-31,251.56,Paid,ACH
PM0001458,P000414,2023-05-07,262.99,Paid,Card
PM0001459,P000414,2023-07-29,262.99,Paid,Wire
PM0001460,P000414,2023-10-26,262.99,Refunded,ACH
PM0001461,P000414,2024-01-29,262.99,Paid,ACH
PM0001462,P000415,2025-06-29,744.46,Paid,ACH
PM0001463,P000415,2025-09-17,744.46,Late,Wire
PM0001464,P000415,2025-12-18,744.46,Paid,Wire
PM0001465,P000416,2024-11-21,232.69,Paid,Check
PM0001466,P000416,2025-02-12,232.69,Paid,Check
PM0001467,P000416,2025-05-14,232.69,Late,Check
PM0001468,P000416,2025-08-23,232.69,Paid,Check
PM0001469,P000417,2025-05-24,1704.86,Paid,Card
PM0001470,P000417,2025-09-03,1704.86,Paid,Card
PM0001471,P000417,2025-11-22,1704.86,Failed,Card
PM0001472,P000418,2023-08-24,1261.97,Paid,Card
PM0001473,P000418,2023-11-14,1261.97,Paid,Check
PM0001474,P000418,2024-02-20,1261.97,Refunded,Card
PM0001475,P000418,2024-05-14,1261.97,Paid,Wire
PM0001476,P000419,2025-02-08,2608.21,Refunded,Check
PM0001477,P000419,2025-05-15,2608.21,Paid,Card
PM0001478,P000420,2023-04-19,240.19,Paid,Check
PM0001479,P000420,2023-08-04,240.19,Paid,Card
PM0001480,P000421,2024-01-14,1817.77,Paid,Check
PM0001481,P000421,2024-03-30,1817.77,Paid,Card
PM0001482,P000421,2024-07-03,1817.77,Paid,Check
PM0001483,P000422,2024-08-18,1124.32,Paid,Card
PM0001484,P000422,2024-11-28,1124.32,Paid,Wire
PM0001485,P000422,2025-02-22,1124.32,Paid,Wire
PM0001486,P000422,2025-05-25,1124.32,Failed,Check
PM0001487,P000423,2023-07-04,2234.52,Paid,ACH
PM0001488,P000423,2023-10-09,2234.52,Paid,Check
PM0001489,P000423,2024-01-18,2234.52,Paid,Check
PM0001490,P000423,2024-04-10,2234.52,Paid,Check
PM0001491,P000424,2025-02-24,179.13,Paid,Wire
PM0001492,P000424,2025-06-11,179.13,Paid,ACH
PM0001493,P000424,2025-08-22,179.13,Paid,Wire
PM0001494,P000424,2025-12-02,179.13,Paid,Check
PM0001495,P000425,2023-03-08,331.4,Paid,Check
PM0001496,P000425,2023-05-30,331.4,Paid,Check
PM0001497,P000425,2023-08-26,331.4,Paid,Check
PM0001498,P000425,2023-11-17,331.4,Late,ACH
PM0001499,P000426,2023-04-05,1287.03,Paid,ACH
PM0001500,P000426,2023-07-06,1287.03,Failed,Check
PM0001501,P000426,2023-10-13,1287.03,Paid,Card
PM0001502,P000426,2024-01-15,1287.03,Paid,ACH
PM0001503,P000427,2023-08-24,268.77,Paid,ACH
PM0001504,P000427,2023-11-20,268.77,Late,Card
PM0001505,P000427,2024-02-16,268.77,Paid,ACH
PM0001506,P000427,2024-05-14,268.77,Paid,Wire
PM0001507,P000428,2023-11-15,187.55,Paid,Card
PM0001508,P000428,2024-02-08,187.55,Paid,Card
PM0001509,P000428,2024-05-11,187.55,Paid,ACH
PM0001510,P000428,2024-08-20,187.55,Paid,Wire
PM0001511,P000429,2023-04-21,1507.99,Paid,Wire
PM0001512,P000429,2023-08-03,1507.99,Paid,ACH
PM0001513,P000429,2023-10-20,1507.99,Paid,Card
PM0001514,P000430,2023-06-01,1838.47,Paid,Wire
PM0001515,P000430,2023-08-23,1838.47,Paid,Card
PM0001516,P000430,2023-11-17,1838.47,Paid,Check
PM0001517,P000430,2024-02-20,1838.47,Paid,Card
PM0001518,P000431,2023-05-31,1210.13,Paid,Check
